,Soil volumetric water content:,Soil el. conductivity:,Soil Oxygen:,PAR:,Shortwave irradiance:,Mean solar irradiance:,Precipitation since last meas.:,Lightnings since last measurement:,Gust wind speed:,Wind direction (rel. to N):,Average air temp.:,Vapour pressure:,Atmospheric pressure:,Vapour pressure deficit:,Rel. air humidity:,Station X axis orientation:,Leaf humidity:,Soil pH:,Soil humidity NPK:,Soil temp. NPK:,Soil el. conductivity NPK:,Soil Potassium:,Location(lat long alt):,Soil temp. 10cm:,Soil temp 50cm:,Soil temp 80cm:,Surface temp. object:,Air temp.:,Air humidity:,CO2 in air:,Light intensity:,Soil humidity1:,Soil humidity2:,Raindrops2:,Raindrops3:,Spectr. Violet:,Spectr. Blue:,Spectr. Green:,Spectr. Orange:,Spectr. Red:
202,0.088,10.0,22.7702,0.05625,0.0,0.0,0.0,0.0,1.384,283.5,22.025,1.475,101.14,1.154666667,56.21825,-0.5,1.261,6.636666667,0.0,20.6,2.3,3.0,44.176,25.813,24.563,24.4065,20.705,21.67433333,57.36725,0.0,1.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,56161.0
203,0.088,9.75025,22.844,0.033666667,0.0,0.0,0.0,0.0,1.395,275.94,21.4,1.49,101.15,1.0495,58.9526,-0.55,1.171,6.6325,0.0,19.94,2.3,3.0,44.176,25.76575,24.594,24.438,20.726,21.2615,60.33675,0.0,1.0,0.333333333,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,56026.33333
204,0.088,8.8335,22.913,0.017333333,0.000333333,0.0,0.0,0.0,2.5575,285.125,20.8,1.501666667,101.1533333,0.975,60.9616,-0.55,1.216,6.63,0.0,19.4,2.2332,3.0,44.17605,25.73966667,24.625,24.5,19.92333333,20.4852,62.63466667,0.0,1.0,0.0,54.25,0.0,0.0,65535.0,65535.0,65535.0,65535.0,56016.25
206,0.088,7.0664,22.99375,0.04,0.0,0.0,0.0,0.0,2.435,269.9,19.9,1.53,101.128,0.767,66.30266667,-0.533333333,1.351,6.63425,0.0,18.28,2.3,3.0,44.176,18.93766667,24.64075,24.563,19.206,19.6172,68.75225,0.0,1.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55978.25
207,0.088,6.0666,23.03233333,0.0406,0.0,0.0,0.0,0.0,3.206666667,278.225,19.05,1.512,101.125,0.714666667,68.096,-0.56,1.351,6.644333333,0.0,17.78333333,2.267,3.0,44.176,25.4628,24.688,24.563,18.835,19.2296,70.879,0.0,1.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55939.75
208,0.088,5.7336,23.07375,0.2875,0.4755,0.0,0.0,0.0,3.508,281.0666667,18.86666667,1.562,101.1,0.6065,71.036,-0.466666667,1.351,6.643333333,0.0,17.34,2.233,3.0,44.176,25.37516667,24.688,24.563,18.39666667,18.7085,71.7388,0.0,1.666666667,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55890.0
210,0.088,5.58325,23.1295,222.421,160.77,139.5,0.0,0.0,2.463333333,278.0,18.8,1.675,101.124,0.56175,74.0832,-0.65,1.4052,6.6326,0.0,18.3,2.29175,3.0,44.17595,25.13566667,24.688,24.563,18.01,18.25433333,77.13966667,0.0,399.25,0.0,54.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55886.8
211,0.088,5.5332,23.13866667,301.90675,327.263,345.25,0.0,0.0,4.213333333,287.24,21.1,1.825,101.1166667,0.718,72.499,-0.6,1.243,6.6146,0.0,21.0,2.444333333,3.58325,44.176,25.042,24.688,24.5,19.325,20.2115,74.5615,0.0,2806.5,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,56618.5
213,0.088,6.0666,22.985,1456.04,629.81,690.75,0.0,0.0,4.621666667,311.0666667,25.33333333,1.948,101.068,1.3054,60.2518,-0.65,0.946,6.669,0.0,26.9534,2.63325,4.0,44.176,24.7752,24.688,24.438,24.34,25.55275,59.04033333,0.0,0.0,0.0,53.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,57487.5
214,0.088,5.91675,22.8175,1714.606,720.5453333,808.0,0.0,0.0,5.2925,309.6,27.4,1.96,101.058,1.571333333,54.363,-0.55,0.919,6.602333333,0.0,29.83333333,2.7468,4.0,44.1761,24.719,24.688,24.3876,26.54,27.539,53.5792,0.0,0.0,0.0,53.2,0.0,0.0,65535.0,65535.0,65535.0,65535.0,57817.33333
217,0.088,8.0835,22.4244,1200.269,626.394,641.0,0.0,0.0,4.558,304.2333333,29.78,1.9175,100.9475,2.2795,45.4006,-0.575,1.0135,6.6186,0.2,31.68,2.6,4.0,44.176,24.719,24.625,24.25,29.366,31.907,41.24983333,0.0,0.0,0.0,53.16666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59052.0
218,0.088,8.889,22.193,768.7933333,440.27725,469.5,0.0,0.0,5.004,317.8666667,30.425,1.85,100.9275,2.4935,43.402,-0.7,1.081,6.63075,2.04175,33.525,2.6,4.0,44.176,24.7878,24.61466667,24.20866667,31.225,32.50716667,39.556,0.0,0.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58447.5
219,0.088,8.667,21.99333333,1083.688,394.286,500.75,0.0,0.0,6.506666667,279.5333333,30.58333333,1.89,100.89,2.5065,42.6365,-0.58,1.081,6.643333333,1.9268,34.075,2.53325,4.0,44.176,24.9002,24.563,24.188,32.12666667,35.7075,35.3258,0.0,9726.0,0.0,53.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60348.0
222,0.088,10.66666667,22.0465,137.54,100.1354,85.0,0.0,0.0,3.42,85.75,28.78,2.08,100.8533333,1.845,51.74733333,-0.6,1.261,6.6615,0.0,28.78,2.088666667,3.0,44.176,25.4502,24.521,24.188,30.08333333,32.288,43.833,0.0,2807.75,0.0,53.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58818.5
225,0.088,10.25025,22.447,0.17775,0.000166667,0.0,0.0,0.0,1.358333333,330.3,24.4,1.965,100.93,1.086,64.0015,-0.64,1.351,6.655,0.0,23.91666667,1.822333333,3.0,44.176,25.9065,24.5525,24.3502,25.20666667,25.9775,59.69975,0.0,54.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54587.66667
226,0.088166667,11.0,22.546,0.08275,0.000333333,0.0,0.0,0.0,0.774,303.7333333,23.13333333,1.863333333,100.9275,0.962,66.41333333,-0.55,1.351,6.65,0.0,22.46666667,1.8,3.0,44.176,25.969,24.563,24.4254,23.202,24.11475,65.5505,0.0,54.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54944.83333
227,0.0882,9.99975,22.625,0.05425,0.0,0.0,0.0,0.0,1.048,277.2,22.23333333,1.833333333,100.91,0.8422,68.384,-0.566666667,1.5136,6.6635,0.0,21.46,1.8,3.0,44.17596667,26.0,24.563,24.4845,21.69666667,22.6445,69.561,0.0,54.0,0.0,54.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55081.75
229,0.088,8.6666,22.76325,0.0264,0.0,0.0,0.0,0.0,1.8,254.5666667,21.0,1.86,100.8625,0.6366,74.40675,-0.5,1.622,6.665,0.0,19.8,1.7802,2.555333333,44.176,25.938,24.625,24.58366667,19.715,20.4118,76.4242,0.0,54.0,0.0,54.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55206.16667
230,0.088,7.111,22.804,0.0254,0.0,0.0,0.0,0.0,2.9875,281.4,21.025,1.91,100.83,0.582666667,76.4034,-0.55,1.622,6.664,0.0,19.65,1.79175,3.0,44.176,25.8628,24.6628,24.625,19.886,20.47366667,79.78666667,0.0,54.0,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54900.5
231,0.088,6.3334,22.819,0.01775,0.0,0.0,0.0,0.0,2.29,280.48,20.36666667,1.91,100.7875,0.5,79.54825,-0.48,1.622,6.6614,0.0,19.225,1.8,3.0,44.176,25.8004,24.688,24.688,20.255,20.5655,81.0375,0.0,54.0,0.0,54.4,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54585.0
232,0.088,5.8668,22.8376,1.212,0.0806,0.0,0.0,0.0,2.286,259.32,19.85,1.896666667,100.764,0.415666667,82.36,-0.48,1.73,6.6648,0.0,18.75,1.8,3.0,44.176,25.6878,24.688,24.688,19.735,20.0668,84.25,0.0,37.33333333,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54451.0
233,0.088,5.667,22.883,73.4294,23.234,24.0,0.0,0.0,2.44,262.775,19.56666667,1.9075,100.7675,0.367,83.7444,-0.533333333,1.622,6.67,0.0,18.46666667,1.8,3.0,44.176,25.594,24.719,24.688,19.15,19.4764,85.8615,0.0,77.5,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54377.25
234,0.0358,5.3335,22.91475,244.9643333,170.6632,149.3333333,0.0,0.0,2.896,262.65,20.35,1.994,100.7733333,0.41275,83.978,-0.62,1.622,6.663333333,0.0,19.42,1.8,3.0,44.176,25.469,24.75,24.688,19.03666667,19.35666667,87.1405,0.0,338.5,0.0,54.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54360.5
235,0.088,5.25025,22.89833333,331.922,339.65,284.6666667,0.0,0.0,2.961666667,278.425,21.6,2.11,100.745,0.4978,81.0945,-0.65,1.41875,6.6475,0.0,22.14,1.867,3.0,44.176,25.3502,24.75,24.688,20.625,21.1956,82.661,0.0,0.0,0.0,55.4,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54971.0
236,0.044833333,5.5,22.859,746.5812,294.484,334.0,0.0,0.0,3.285,279.4666667,23.075,2.156666667,100.718,0.6355,76.34025,-0.64,1.41875,6.636666667,0.0,23.78,1.9165,3.0,44.176,25.25033333,24.75,24.6628,22.502,23.51,73.633,0.0,0.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55837.0
237,0.001166667,5.41675,22.7665,1311.9455,491.9546667,504.5,0.0,0.0,3.32,284.9,24.68,2.204,100.6925,0.8682,70.9384,-0.66,1.351,6.636,0.0,25.3,2.033333333,3.0,44.17605,25.1752,24.7626,24.625,24.03666667,24.91166667,70.26325,0.0,0.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,56110.8
238,0.088,5.75,22.6335,1571.453333,650.0356667,706.0,0.0,0.0,4.01,281.8,26.875,2.2075,100.655,1.3518,61.9146,-0.55,1.081,6.6452,0.0,29.12,2.133333333,3.0,44.176,25.125,24.75,24.6095,25.082,27.23925,62.57125,0.0,0.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,57226.83333
239,0.088,6.333333333,22.572,1703.5775,806.217,783.6666667,0.0,0.0,4.682,261.25,28.8,2.18,100.565,1.79575,55.7834,-0.433333333,1.081,6.6615,0.0,28.74,2.1,3.0,44.176,25.063,24.75,24.563,27.638,29.083,54.815,0.0,0.0,0.0,53.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,56737.6
240,0.002,6.111,22.4128,1496.88,666.0615,659.0,0.0,0.0,4.24,272.1333333,29.4,2.148,100.53,1.958,52.1038,-0.6,1.081,6.66,0.0,29.275,2.0332,3.0,44.176,25.063,24.75,24.5105,29.138,31.5295,49.62533333,0.0,0.0,0.0,54.25,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58274.5
241,0.088,5.83325,22.254,977.8834,432.5216,329.25,0.0,0.0,3.4,88.8,29.05,2.1675,100.52,1.8648,53.7132,-0.575,1.1485,6.666666667,0.0,30.075,2.0134,3.0,44.176,25.094,24.75,24.5,29.946,32.165,46.0308,0.0,0.0,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59058.6
242,-0.0425,7.0,20.647,365.5595,130.6545,134.0,0.0765,0.0,2.796666667,26.01,28.46666667,2.218,100.5,1.673166667,54.981,-0.6,5.47275,6.669,0.0,29.2,1.977666667,3.0,44.176,25.1878,24.72933333,24.44833333,29.395,31.53033333,48.8902,0.0,8016.0,0.0,54.4,0.0,37.0,65535.0,65535.0,65535.0,65535.0,56950.25
243,0.088,6.33325,22.107,411.996,114.7333333,244.6,0.034,0.6,1.823333333,128.0666667,27.75,2.3225,100.4775,1.388333333,62.72725,-0.52,12.6488,6.665,0.0,28.96,1.9335,3.0,44.176,25.2752,24.69833333,24.438,27.745,29.9956,54.012,0.0,13189.75,0.0,54.25,17.6,48.8,65535.0,65535.0,65535.0,65535.0,55252.5
244,0.088,7.333,22.0852,449.907,184.4236,179.0,0.4,0.5,2.7625,173.76,28.45,2.2775,100.45,1.5508,59.8722,-0.6,1.801666667,6.672,0.0,29.2,1.866666667,3.0,44.176,25.396,24.688,24.438,26.36,29.5428,59.021,0.0,7368.25,0.0,54.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,57636.0
245,0.088,7.58325,20.43275,274.7345,94.74775,142.3333333,0.0,0.25,2.7025,102.88,27.1,2.2,100.445,0.876833333,124.409,-0.6,1.4865,6.673,0.0,27.35,1.8,2.91675,44.176,25.5315,24.688,24.45866667,27.35,29.8558,56.49333333,0.0,9690.666667,0.0,54.6,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60827.5
246,0.088,8.222,22.16166667,77.2398,19.6255,40.5,0.0,0.0,3.456666667,124.35,26.85,2.366,100.4375,1.047333333,68.63,-0.6,1.622,6.67,0.0,27.1,1.738833333,2.3334,44.176,25.646,24.688,24.4845,26.894,28.13933333,61.14875,0.0,3067.0,0.0,54.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,56424.5
247,0.013428571,8.0,22.2638,2.69375,1.12675,1.666666667,0.0,0.0,2.486666667,135.82,25.23333333,2.334,100.492,0.8356,71.7135,-0.633333333,1.622,6.6654,0.0,24.65,1.7,2.0,44.176,25.7378,24.688,24.51575,25.83,26.9158,70.28975,0.0,207.5,0.0,54.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54124.33333
249,0.0358,7.222333333,22.379,0.147333333,0.0,0.0,0.0,0.0,0.895,111.95,23.95,2.34,100.505,0.633,78.83125,-0.65,1.622,6.67,0.0,23.22,1.7,2.0,44.176,25.875,24.7035,24.594,23.978,24.5196,78.6215,0.0,51.0,0.0,55.0,0.0,0.0,65535.0,64901.0,65535.0,65535.0,52549.0
250,0.02275,6.3335,22.4824,0.1174,0.0,0.0,0.0,0.0,0.686666667,209.0333333,23.03333333,2.314,100.485,0.4824,82.76,-0.566666667,1.838,6.67,0.0,22.36,1.644333333,2.0,44.176,25.875,24.688,24.625,22.93,23.3415,81.934,0.0,51.0,0.0,55.0,0.25,0.0,65535.0,64752.25,65535.0,65535.0,52474.75
251,0.044833333,5.9332,22.53,0.073,0.0006,0.0,0.0,0.0,1.008,248.3,22.4,2.296,100.44,0.424,84.939,-0.6,1.982,6.6734,0.0,21.625,1.6,2.0,44.176,25.875,24.75,24.688,21.9,22.4148,86.5388,0.0,51.0,0.0,55.16666667,1.0,0.0,65535.0,64638.0,65535.0,65535.0,52402.33333
252,0.0358,5.58325,22.53216667,0.0575,0.0006,0.0,0.0,0.0,0.88,212.525,21.7,2.09,100.422,0.4655,81.9672,-0.533333333,1.9595,6.678,0.0,20.8,1.6,2.0,44.176,25.8626,24.7626,24.688,21.39,22.04366667,88.82275,0.0,51.0,0.0,55.0,2.8,0.0,65535.0,64259.25,65535.0,65535.0,52183.2
253,0.001666667,5.2666,19.159,0.0475,0.0,0.0,0.0,0.0,0.7425,236.7,21.1,1.984,100.39,0.532333333,79.66075,-0.475,1.892,6.685,0.0,19.925,1.59175,2.0,44.176,25.813,24.7815,24.75,20.67,21.176,87.17333333,0.0,51.0,0.0,55.66666667,1.4,0.0,65535.0,64161.4,65535.0,65535.0,52134.0
254,-0.041,5.58325,22.605,0.0285,0.0,0.0,0.0,0.0,0.71,319.44,20.45,34.77,100.36,-16.278,2189.6875,-0.5,2.162,6.6825,0.0,19.3,1.5835,2.0,44.176,25.7376,24.7752,24.75,19.64333333,20.38833333,85.5675,0.0,51.0,0.0,55.33333333,1.0,0.0,65535.0,64190.33333,65535.0,65535.0,52158.8
255,-0.107,4.0835,22.675,0.0344,0.0,0.0,0.0,0.0,0.998333333,266.3,20.25,1.995,100.336,0.382,84.2148,-0.54,2.973,6.68,0.0,18.83333333,1.54175,2.0,44.176,25.688,24.813,24.75,18.838,19.4,89.56125,0.0,51.0,0.0,55.75,2.75,0.0,65535.0,64062.66667,65535.0,65535.0,52051.66667
257,0.0358,5.8335,22.75833333,72.58825,32.8535,9.0,0.0,0.0,0.625,276.8,19.375,1.673333333,100.3475,0.2305,59.639,-0.5,5.810666667,6.68,0.0,18.225,1.5,2.0,44.176,25.5002,24.83366667,24.75,18.58333333,18.8738,93.2685,0.0,76.66666667,0.0,55.25,4.333333333,0.0,65535.0,63226.5,65535.0,65535.0,51480.2
258,0.0358,4.0,22.784,207.6768,100.2218,96.5,0.0,0.0,1.136666667,259.4833333,20.42,2.162,100.325,0.25975,89.0615,-0.516666667,2.792833333,6.6775,0.0,19.31666667,1.6,2.0,44.176,25.396,24.82333333,24.75,18.14333333,18.82366667,94.04125,0.0,412.0,0.0,55.25,4.8,0.0,65535.0,62974.66667,65535.0,65535.0,51261.0
259,0.0362,5.2668,22.74333333,313.1088,136.3116667,110.6,0.0,0.0,1.8225,218.5666667,22.24,2.446666667,100.315,0.2415,91.38866667,-0.52,1.892,6.662,0.0,21.2,1.7,2.0,44.176,25.29725,24.85433333,24.7376,20.64333333,21.0934,89.9866,0.0,586.75,0.0,55.33333333,0.0,0.0,65535.0,63410.0,65535.0,65535.0,51395.0
260,0.088,5.888666667,22.633,684.4893333,210.416,335.0,0.0,0.0,2.355,54.96666667,23.725,2.573333333,100.29,0.3542,87.8042,-0.65,1.6895,6.658666667,0.0,23.7,1.70825,2.1665,44.176,25.188,24.8595,24.688,22.638,23.06075,90.47633333,0.0,0.0,0.4,56.0,0.0,0.0,65535.0,63896.25,65535.0,65535.0,51649.75
262,0.0358,5.91675,22.3155,1154.6826,435.48575,489.3333333,0.0,0.0,3.556666667,103.0333333,27.28,2.3675,100.245,1.251,64.46233333,-0.6,1.3512,6.67,0.31675,30.625,1.8266,3.0,44.176,25.0126,24.844,24.625,27.5,28.93475,63.517,0.0,0.0,0.0,54.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54277.75
263,0.088,6.8335,22.1984,873.339,319.16925,580.0,0.0,0.0,4.34,123.1666667,27.96666667,26.8675,100.2033333,1.3435,2891.6204,-0.65,1.441333333,6.6825,0.0,29.525,1.8,3.0,44.176,25.0,24.813,24.5785,28.682,30.59066667,58.39425,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,53856.25
264,-0.033666667,7.333,22.037,1615.935,669.8615,755.0,0.0,0.0,4.926,79.4,28.76666667,2.39,100.144,1.442,59.18075,-0.6,1.216,6.68,0.0,28.83333333,1.766666667,3.0,44.176,25.0378,24.813,24.563,28.325,31.16525,54.94533333,0.0,0.0,0.0,55.2,0.0,0.0,65535.0,65535.0,65535.0,65535.0,53344.0
265,0.089,7.1665,21.9664,767.64275,354.376,348.75,0.0,1.6,5.08,95.91666667,28.4,2.33,100.145,1.54575,60.31575,-0.56,1.396166667,6.685,0.0,29.06,1.7,2.0,44.176,25.0878,24.7815,24.5,29.714,32.099,52.0714,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,55292.83333
266,0.089,8.1334,21.88366667,1120.96,516.1533333,402.8,0.0,2.25,5.15,111.625,28.34,2.3,75.09,1.56875,57.76766667,-0.65,1.351,6.682,0.0,30.28,1.7,2.0,44.176,25.17225,24.7626,24.5,29.145,30.37975,54.2958,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,54488.25
267,0.024,8.333333333,21.788,690.3415,214.7865,131.0,0.0,0.0,4.18,131.86,28.26666667,2.2,100.1116667,1.6182,58.54033333,-0.566666667,1.41875,6.691666667,0.0,30.925,1.7,2.0,44.176,25.2628,24.76575,24.5,30.306,31.77966667,49.69966667,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,57747.33333
269,0.089333333,9.0666,21.813,421.8386,115.4818,141.5,0.0,0.0,4.04,142.74,27.93333333,2.22,100.088,1.6224,57.55375,-0.6,1.4865,6.694,0.0,28.82,1.5,2.0,44.176,25.5128,24.7376,24.5,29.235,31.6712,49.8258,0.0,10887.0,0.0,55.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,64125.2
270,0.089,9.333333333,21.98,123.2234,46.45066667,53.83333333,0.0,0.0,4.08,191.28,25.9,2.141666667,100.1425,0.71725,140.8816667,-0.666666667,1.351,6.698,0.0,26.93333333,1.477666667,2.0,44.176,21.8335,24.75,24.5,28.514,30.20966667,52.5055,0.0,5083.5,0.0,55.0,0.0,0.0,65535.0,65459.83333,65535.0,65535.0,57650.0
272,0.08925,9.25,20.9118,0.0705,0.0,0.0,0.0,0.0,2.546,249.1666667,23.1,1.08,100.215,1.1264,49.362,-0.46,1.622,6.69,0.0,23.3,1.4,2.0,44.176,25.9002,24.75,24.5754,24.3,25.461,66.0514,0.0,2.0,0.5,55.2,0.0,0.0,65535.0,63161.5,65535.0,65535.0,50714.0
273,0.0374,7.8335,22.38433333,0.078666667,0.0,0.0,0.0,0.0,2.624,258.95,17.3,2.063333333,66.82333333,0.648,2902.3916,-0.55,1.622,6.69,0.0,22.16666667,1.4,2.0,44.176,25.938,24.75,24.625,22.49666667,23.04725,76.6406,0.0,2.0,0.0,55.25,0.0,0.0,65535.0,62952.2,65535.0,65535.0,50857.75
274,0.0245,6.6665,19.98566667,0.039833333,0.00025,0.0,0.0,0.0,3.2325,258.675,21.4,2.024,100.1675,0.525666667,78.8122,-0.466666667,1.622,6.69925,0.0,21.02,1.344333333,2.0,44.176,25.9845,24.75,24.6754,21.54,22.2118,79.93325,0.0,2.0,0.0,55.5,0.0,0.0,65535.0,62298.5,65535.0,65535.0,50390.0
275,0.049833333,6.5,21.0326,0.023,0.0,0.0,0.0,0.0,2.72,256.2,20.86666667,18.38833333,75.145,0.443333333,872.2626,-0.525,1.784,6.695,0.0,20.26666667,1.36675,2.0,44.176,25.9628,24.75,24.719,20.874,21.2914,82.2635,0.0,2.0,0.0,55.66666667,0.0,0.0,65535.0,62035.4,65535.0,65535.0,50287.0
276,0.089,7.08325,22.5715,0.013,0.0,0.0,0.0,0.0,2.43,246.875,20.16666667,2.008333333,100.18,0.377,84.20316667,-0.566666667,1.892,6.701,0.0,19.71666667,1.3,2.0,44.176,25.938,24.79725,24.75,20.106,20.666,86.514,0.0,2.0,0.0,55.66666667,0.0,0.0,65535.0,61615.0,65535.0,65535.0,49933.33333
277,0.089,6.0,22.6268,0.019333333,0.0,0.0,0.0,0.0,2.873333333,263.0333333,19.84,2.0,50.09,0.328,85.3355,-0.6,1.892,6.705,0.0,19.18,1.3,2.0,44.176,25.844,24.813,24.7878,19.58,20.09,88.24175,0.0,2.0,0.0,56.0,0.5,0.0,65535.0,61098.5,65535.0,65535.0,49591.75
280,0.089,5.778,22.75366667,0.9175,0.0245,0.0,0.0,0.0,2.68,255.1,19.0,1.9875,100.2066667,0.219,90.3515,-0.525,2.838,6.68,0.0,17.96666667,1.3066,2.0,44.176,25.5785,24.8595,24.813,18.514,18.8486,93.7568,0.0,2.2,0.0,55.75,3.25,0.0,65535.0,59757.0,65535.0,65535.0,48482.16667
281,0.089,5.778,22.782,36.44025,19.08375,15.0,0.0,0.0,3.59,262.98,18.78,1.95,100.215,0.212,90.2638,-0.55,2.2162,6.6925,0.0,17.675,1.3335,2.0,44.176,25.5,24.875,24.813,18.365,18.7132,94.83933333,0.0,114.0,0.0,55.6,3.666666667,0.0,65535.0,59218.4,65535.0,65535.0,47983.0
283,0.089,5.6665,22.82766667,367.9375,230.705,203.75,0.0,0.0,2.16,190.055,19.975,2.076666667,100.2225,0.262,88.2962,-0.533333333,1.784,6.693333333,0.0,19.3,1.4,2.0,44.176,25.25025,24.875,24.75,18.62,19.0632,92.11125,0.0,9405.666667,0.0,56.0,0.333333333,0.0,65535.0,59257.0,65535.0,65535.0,47859.2
284,0.089,5.778,22.8134,875.40725,421.0875,515.0,0.0,0.0,4.258,263.85,22.1,2.19,100.182,0.476,83.396,-0.633333333,1.5136,6.68,0.0,22.52,1.438833333,2.0,44.176,25.1565,24.875,24.75,20.055,21.127,86.3915,0.0,0.0,0.5,56.0,0.0,0.0,65535.0,61127.33333,65535.0,65535.0,50660.66667
285,0.089,5.5,22.77233333,1490.77,623.6315,672.25,0.0,0.0,4.29,180.8666667,24.475,2.282,100.1733333,0.7865,75.738,-0.616666667,1.351,6.676666667,0.0,25.16,1.5,2.0,44.176,25.06275,24.875,24.688,22.314,23.7625,76.591,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,62326.0,65535.0,65535.0,50141.66667
286,0.089,5.5,22.627,1499.886,730.2815,744.25,0.0,0.0,4.893333333,263.9333333,20.075,2.32,100.14,1.073333333,156.0823333,-0.32,1.351,6.686,0.0,29.1,1.6,2.0,44.176,24.95866667,24.875,24.64075,24.58,26.32233333,68.756,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,63670.33333,65535.0,65535.0,51511.0
288,0.089,5.58325,22.3875,1004.577333,346.6946667,711.0,0.0,0.0,5.62,253.625,27.95,2.295,100.2,1.476,62.097,-0.733333333,1.216,6.696666667,0.0,28.26666667,1.5,2.0,44.176,24.9002,24.813,24.563,27.245,29.061,57.62025,0.0,0.0,0.0,55.25,0.0,0.0,65535.0,64812.5,65535.0,65535.0,52247.4
289,0.089,6.0,22.25,1343.6965,562.21025,635.4,0.0,0.2,4.688,245.7,21.85,2.273333333,100.165,1.71375,135.98675,-0.625,1.351,6.6968,0.444333333,30.825,1.566666667,2.0,44.176,24.938,24.813,24.5,28.126,30.533,53.399,0.0,0.0,0.0,55.0,0.0,0.0,65535.0,65359.0,65535.0,65535.0,52067.0
290,0.089,6.33325,22.019,1281.1278,411.688,591.3333333,0.0,2.333333333,6.193333333,239.1666667,29.58333333,2.232,100.1566667,1.8686,53.98,-0.633333333,1.351,6.7085,1.5665,32.76,1.5,2.0,44.176,24.98983333,24.8025,24.4845,29.365,32.0185,49.311,0.0,0.0,0.0,55.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,53415.33333
291,0.089,6.08325,21.82666667,639.8635,145.524,224.0,0.0,24.8,6.625,67.55,27.8,2.086,100.2,1.354,59.7312,-0.55,1.351,6.729,0.0,31.66,1.475,2.0,44.176,25.1002,24.7815,24.438,32.69,33.95966667,42.80433333,0.0,9891.4,0.0,55.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60633.5
292,0.089,6.388833333,21.8852,224.7325,99.1792,113.3333333,0.0,5.25,4.49,42.3,22.9,1.9825,100.325,0.840666667,71.3286,-0.633333333,1.351,6.72,0.0,26.33333333,1.3,2.0,44.176,25.219,24.75,24.438,25.88333333,29.436,53.48925,0.0,8572.333333,0.0,56.0,0.0,0.0,65535.0,63436.0,65535.0,65535.0,50907.0
294,0.089,6.222,22.28875,7.8105,2.699666667,3.2,0.034,0.333333333,2.295,244.45,20.42,1.98,100.4,0.4068,83.019,-0.566666667,43.01816667,6.79,0.0,21.5,1.2,2.0,44.176,25.594,24.75,24.438,20.86,21.99925,75.79766667,0.0,367.0,0.0,56.0,26.25,47.4,65535.0,59642.0,65535.0,65535.0,47947.0
